screen_name,user_name,status_id,url,title,published_date,geoLocation
"IndKingCountyWA","Indivisible WA-King","1053265091225837568","Not Available","@stevefivemill1 @Salon @MSNBC @Morning_Joe @BetoORourke @AndrewGillum @staceyabrams @clairecmc @RepSwalwell @RepAdamSchiff @SenBillNelson @Ocasio2018 @SenSchumer @SenatorDurbin @SenFeinstein @jheil @mikebarnicle @Isikoff @DavidCornDC @IgnatiusPost @howardfineman @hardball @TheLastWord @ConorLambPA @SenateDems @HouseDemocrats @DeadlineWH @THR @kasie @KattyKayBBC @KatyTurNBC @kwelkernbc @maddow @allinwithchris @TheBeatWithAri @MTP @FaceTheNation @ThisWeekABC @RepJerryNadler @SenBooker @SenWarren @TheDemCoalition @SRuhle @VelshiRuhle @TMZ @Cosmopolitan @SafetyPinDaily @thehill @JoeBiden @BillClinton If you want https://t.co/NJOjB2xOQN","Fri Oct 19 08:42:21 EDT 2018",
"TOEACHHISPHONE","TOEACHHISPHONE","1053265097395589120","Not Available","The choice is clear. We need @staceyabrams as governor. We need to send a loud resounding message to Washington, to the country, to the world. Please #Vote, do it early, before Nov. 6th if you can. Too much is at stake to stay home this year. 

Let’s make history. 
#TeamAbrams https://t.co/jqcZRZeYBZ","Fri Oct 19 08:42:22 EDT 2018",
"LibbyStone2","Libby Stone","1053265113975791616","Not Available","Georgia- If you are an independent voter and you see how many black people are being turned  away from the polls, it would be great to cast your vote in honor of those still being oppressed by racist republicans. If you believe in fairness and equality, vote for @staceyabrams","Fri Oct 19 08:42:26 EDT 2018",
"1292Borja","Sojourners","1053265122297331713","Not Available","#VoteRed enough with #LiberalAgenda #DemocratHypocrisy #DemocratLies inciting #Violence #Lawlessness #Racism #Sedition putting #UndocumentedIllegals over #TrueAmericanCitizens #WakeUpAmerica  @FoxNews @BrianKempGA @VP @realDonaldTrump @JohnJamesMI @RealSaavedra @RealErinCruz","Fri Oct 19 08:42:28 EDT 2018",
"elaxation","chakra khan","1053265151602974720","Not Available","We're locked in the closest governor's race in the U.S.

The stakes could not be higher. The choice we face could not be more clear.

We only have 18 days to finish what we started. Donate to support voter outreach and let's get it done for Georgia: https://t.co/4I5jqEdWgJ #gapol https://t.co/tyxx9Et0cy","Fri Oct 19 08:42:35 EDT 2018",
"ALEMOsirius","aliceleephillips","1053265161040093184","Not Available","@ClayTippins @SenWarren @staceyabrams Dems are SO worried they can't win the Midterms with just the legal citizens of America, they're paying many thousands of southern invades to enter our country so they can vote for the Dems! THAT is SO ILLEGAL! But we all know they're all criminals and liars anyway! WON'T HAPPEN!","Fri Oct 19 08:42:37 EDT 2018",
"AutumnMayes1","Autumn","1053265192010870785","Not Available","The choice is clear. We need @staceyabrams as governor. We need to send a loud resounding message to Washington, to the country, to the world. Please #Vote, do it early, before Nov. 6th if you can. Too much is at stake to stay home this year. 

Let’s make history. 
#TeamAbrams https://t.co/jqcZRZeYBZ","Fri Oct 19 08:42:45 EDT 2018",
"1292Borja","Sojourners","1053265205080309760","https://t.co/6ByCkUxFIP","Thanks for all of your hard work! #gapol https://t.co/6ByCkUxFIP","Fri Oct 19 08:42:48 EDT 2018",
"kmeeo","kim o","1053265214529921025","Not Available","The choice is clear. We need @staceyabrams as governor. We need to send a loud resounding message to Washington, to the country, to the world. Please #Vote, do it early, before Nov. 6th if you can. Too much is at stake to stay home this year. 

Let’s make history. 
#TeamAbrams https://t.co/jqcZRZeYBZ","Fri Oct 19 08:42:50 EDT 2018",
"jamesmpope","jamesmpope","1053265220322373632","Not Available","Behind every door is a Georgian who is counting on us to win. It's time to roll up our sleeves, knock on their door, and earn their vote: https://t.co/LL7fO3Vp8D #WeAreGeorgia #gapol https://t.co/phXmkmoKU5","Fri Oct 19 08:42:51 EDT 2018",
"Data4Logistics","David Lopez","1053265221849092099","Not Available","@deborahjaquith @consrvtveindian @BrianKempGA She’s right you know. By cutting the budgets, it forced counties to close polling stations. That’s what gives you long lines.

You might want to take a class in logic. This is P Horseshoe Q kind of Logic 101 stuff.","Fri Oct 19 08:42:52 EDT 2018",
"Data4Logistics","David Lopez","1053265253654544389","Not Available","@BrianKempGA Today the line for early voting in Cobb County, GA was three hours long, Mr Secretary of State. Three hours! If you can't manage elections why should GA voters trust you with their livelihoods. #VotingRights #VoterSupression #KempIsACheat","Fri Oct 19 08:42:59 EDT 2018",
"ballotpedia","Ballotpedia","1053265255177076736","https://t.co/kb0HebTLpk","In #GA11 @flynndbroadyjr completed our candidate survey. Encourage @standwithbarry to do the same! https://t.co/kb0HebTLpk #gapol
These surveys aren't just issue questions. They're designed to elicit insightful responses about what candidates stand for & what they hope to achieve","Fri Oct 19 08:43:00 EDT 2018",
"1292Borja","Sojourners","1053265268582035456","Not Available","#VoteRed enough with #LiberalAgenda #DemocratHypocrisy #DemocratLies inciting #Violence #Lawlessness #Racism #Sedition putting #UndocumentedIllegals over #TrueAmericanCitizens #WakeUpAmerica  @FoxNews @BrianKempGA @VP @realDonaldTrump @JohnJamesMI @RealSaavedra @RealErinCruz","Fri Oct 19 08:43:03 EDT 2018",
"CandyceByrne","Candyce Byrne","1053265287036968960","Not Available","@Morning_Joe Would love to see you interview @SpanbergerVA07 , @AndrewGillum , @staceyabrams , @DrCat4ME .  IMO these are people that are very interesting and up and coming in politics today and I would like to get a good look at them.","Fri Oct 19 08:43:07 EDT 2018",
"theogeo14","T.R. - The Resistance","1053265292586029056","Not Available","@KrisThompson79 @BrianKempGA And I quote - “If true there will be serious consequences,” he said.  Did you bother to read your own article and nothing has been proven. Nothing.","Fri Oct 19 08:43:09 EDT 2018",
"TweetBkk","Tweet 2018","1053265294448193538","Not Available","#VoteBlueToSaveAmericanDemocracy @staceyabrams","Fri Oct 19 08:43:09 EDT 2018",
"mrgoodbear2","Xavier Martin","1053265299787653120","Not Available","Stop the #InKempetent @BrianKempGA This #November6 vote for @staceyabrams for #GovernorofGeorgia","Fri Oct 19 08:43:10 EDT 2018",
"impishkerfuffle","Dia de los Imps","1053265311728832512","Not Available","We're locked in the closest governor's race in the U.S.

The stakes could not be higher. The choice we face could not be more clear.

We only have 18 days to finish what we started. Donate to support voter outreach and let's get it done for Georgia: https://t.co/4I5jqEdWgJ #gapol https://t.co/tyxx9Et0cy","Fri Oct 19 08:43:13 EDT 2018",
"hazeinthepeg","Haze 🏒✈️🇨🇦","1053265317684826118","Not Available","The choice is clear. We need @staceyabrams as governor. We need to send a loud resounding message to Washington, to the country, to the world. Please #Vote, do it early, before Nov. 6th if you can. Too much is at stake to stay home this year. 

Let’s make history. 
#TeamAbrams https://t.co/jqcZRZeYBZ","Fri Oct 19 08:43:15 EDT 2018",
"pineneck","Dan O'C","1053265323561009154","Not Available","This could be the single most hypocritical tweet in history. 
Remind me again, who spied on who’s presidential campaign? Who weaponized the IRS and FBI to go after Political opponents? Who covered up treasonous emails to try and win an election? Wow, this guy Pugh is nuts.","Fri Oct 19 08:43:16 EDT 2018",
"BruunMartini","Brian Martini","1053265330909470720","Not Available","We're locked in the closest governor's race in the U.S.

The stakes could not be higher. The choice we face could not be more clear.

We only have 18 days to finish what we started. Donate to support voter outreach and let's get it done for Georgia: https://t.co/4I5jqEdWgJ #gapol https://t.co/tyxx9Et0cy","Fri Oct 19 08:43:18 EDT 2018",
"layzahwolfy","Layzah","1053265343379132416","Not Available","We're locked in the closest governor's race in the U.S.

The stakes could not be higher. The choice we face could not be more clear.

We only have 18 days to finish what we started. Donate to support voter outreach and let's get it done for Georgia: https://t.co/4I5jqEdWgJ #gapol https://t.co/tyxx9Et0cy","Fri Oct 19 08:43:21 EDT 2018",
"JoshMcKoon","Josh McKoon 🇺🇸","1053265351163736064","Not Available","How many days as Mayor has she walked off the job early to drive to midtown Atlanta to do a radio show on politics?  #gapol https://t.co/rZLrNiQ6gS","Fri Oct 19 08:43:23 EDT 2018",
"dawn_0108","Dawn","1053265357421588481","Not Available","Abrams accidentally says what she REALLY means - on video.
While she's screaming about 'voter suppression' that doesn't exist, she highlights the need for voter integrity laws she wants to abolish.
https://t.co/2jizBxZ4Pt
#VoteKemp to #StopStacey #gapol #gagop #tcot #KeepGARed","Fri Oct 19 08:43:24 EDT 2018",
"Deoliver47","Denise Oliver-Velez","1053265358319161345","Not Available",""Republicans are getting more creative and more shameless about their attempts to block the vote because they know they’re not popular enough to win without cheating" #GaGOP #BrianKemp #GA06 #KarenHandel #SD40 #FranMillar #gapol #Dunwoody #GaDem #UGA https://t.co/rDT31qV2LF","Fri Oct 19 08:43:24 EDT 2018",
"mbcrowley","marybeth","1053265359720140800","Not Available","We're locked in the closest governor's race in the U.S.

The stakes could not be higher. The choice we face could not be more clear.

We only have 18 days to finish what we started. Donate to support voter outreach and let's get it done for Georgia: https://t.co/4I5jqEdWgJ #gapol https://t.co/tyxx9Et0cy","Fri Oct 19 08:43:25 EDT 2018",
"unaskedopinions","M i a","1053265374022647808","Not Available","Georgia- If you are an independent voter and you see how many black people are being turned  away from the polls, it would be great to cast your vote in honor of those still being oppressed by racist republicans. If you believe in fairness and equality, vote for @staceyabrams","Fri Oct 19 08:43:28 EDT 2018",
"FlipSistersUS","FlipSisters","1053265412689969152","Not Available","Questions of problems VOTING?? 👈🏽
CALL 🌟 1-888-730-5816 🌟 GA PROTECTION LINE - SHARE!!
Trained staff will walk you through what you need to do to cast your VOTE
Liston to @JasmineForHD108  Jasmine Clark for HD 108 
SHARE with everyone!! 
#VOTE 
#ProtectOurVotes
#TW #gapol https://t.co/u87iQfgkgq","Fri Oct 19 08:43:37 EDT 2018",
"JarvisGoogoo","Jarvis Googoo","1053265413243514882","Not Available","Georgia- If you are an independent voter and you see how many black people are being turned  away from the polls, it would be great to cast your vote in honor of those still being oppressed by racist republicans. If you believe in fairness and equality, vote for @staceyabrams","Fri Oct 19 08:43:37 EDT 2018",
"UrsulaCuffee","ursula cuffee","1053265437159501829","Not Available",".@BrianKempGA Since when does one's form of transportation preclude them from going to a polling place? Is it illegal to take a bus to vote in #Georgia? I'd like to know why these seniors couldn't vote today.  

THIS👏🏼 IS👏🏼WRONG!  
You've shown you're unfit to be SOS of Georgia! https://t.co/JZy8ONkd5k","Fri Oct 19 08:43:43 EDT 2018",
"PoltReal2014","PoltReal2014","1053265439298674688","Not Available","We're locked in the closest governor's race in the U.S.

The stakes could not be higher. The choice we face could not be more clear.

We only have 18 days to finish what we started. Donate to support voter outreach and let's get it done for Georgia: https://t.co/4I5jqEdWgJ #gapol https://t.co/tyxx9Et0cy","Fri Oct 19 08:43:44 EDT 2018",
"ae4ca","Alicia","1053265450774224898","Not Available","The choice is clear. We need @staceyabrams as governor. We need to send a loud resounding message to Washington, to the country, to the world. Please #Vote, do it early, before Nov. 6th if you can. Too much is at stake to stay home this year. 

Let’s make history. 
#TeamAbrams https://t.co/jqcZRZeYBZ","Fri Oct 19 08:43:46 EDT 2018",
"KalebMcMichen","Kaleb McMichen","1053265473247346689","Not Available","Every one in agriculture I talk to about Hurricane Michael has the same reaction -- they can't find words to accurately convey how bad this is. They try to find the words and then they just stop. That momentary silence becomes deafening. #gapol","Fri Oct 19 08:43:52 EDT 2018",
"Data4Logistics","David Lopez","1053265503559520256","Not Available","@BrianKempGA Be sure to write in “Vernor”, just like the sign says, Kemp folks,","Fri Oct 19 08:43:59 EDT 2018",
"UrsulaCuffee","ursula cuffee","1053265509536403458","Not Available",""We Are Georgia" Bus Tour: Day Four ✅

Today, we got out the vote in Griffin and Stockbridge – and we're just getting started! Tomorrow, we’ll be in Dalton, Rome, Cartersville, Hiram, & Douglasville.

Make a plan to vote early, then join us on the road:
https://t.co/l8txdCmATa https://t.co/2fpJCPhxdy","Fri Oct 19 08:44:00 EDT 2018",
"MrsWolfe2","Melissa Wolfe 🌊","1053265512317231105","https://t.co/d1sM30yb7c","#unhackthevote 
Oh FFS. Check out this Kemp video. What more do you need to know. https://t.co/d1sM30yb7c","Fri Oct 19 08:44:01 EDT 2018",
"JosephDanet","JosephDanet","1053265529908146176","Not Available","Radical Stacey Abrams wants to change Georgia with government-run healthcare, $13,000 in higher taxes, sanctuary cities, welfare and voting rights for illegal immigrants. RT if you agree that hardworking Georgians can't afford Abrams' extreme agenda! #gapol #tcot #gagop https://t.co/pDBmznPcKy","Fri Oct 19 08:44:05 EDT 2018",
"haroldis","Ash Kanaze🌊🎹🌊","1053265537856348161","Not Available",".@BrianKempGA Since when does one's form of transportation preclude them from going to a polling place? Is it illegal to take a bus to vote in #Georgia? I'd like to know why these seniors couldn't vote today.  

THIS👏🏼 IS👏🏼WRONG!  
You've shown you're unfit to be SOS of Georgia! https://t.co/JZy8ONkd5k","Fri Oct 19 08:44:07 EDT 2018",
"1292Borja","Sojourners","1053265540242923520","Not Available","#VoteRed enough with #LiberalAgenda #DemocratHypocrisy #DemocratLies inciting #Violence #Lawlessness #Racism #Sedition putting #UndocumentedIllegals over #TrueAmericanCitizens #WakeUpAmerica  @FoxNews @BrianKempGA @VP @realDonaldTrump @JohnJamesMI @RealSaavedra @RealErinCruz","Fri Oct 19 08:44:08 EDT 2018",
"wokefordays","Tina","1053265548270862337","Not Available","We're locked in the closest governor's race in the U.S.

The stakes could not be higher. The choice we face could not be more clear.

We only have 18 days to finish what we started. Donate to support voter outreach and let's get it done for Georgia: https://t.co/4I5jqEdWgJ #gapol https://t.co/tyxx9Et0cy","Fri Oct 19 08:44:10 EDT 2018",
"Shayholm1","Shay0821👑🦁🌊🏖","1053265551261351942","Not Available","@staceyabrams I am Alumni of a Georgia school. Florida resident. 
Praying for you & @AndrewGillum","Fri Oct 19 08:44:10 EDT 2018",
"StormResist","Storm Boo👻 and Vote!","1053265552620306432","Not Available","It has been a record turnout so far! #TeamRing couldn’t be more proud of the people in our district for showing that their voice matters. Early voting ends November 2nd. Take the opportunity to have a say in our future!

More info: https://t.co/okypED0bfU

#GAPol #WeGotThis #GOTV https://t.co/z6Nso0RVhx","Fri Oct 19 08:44:11 EDT 2018",
"Bacon_Gawd","A hidden genius that no one understands","1053265557720649728","Not Available","We're locked in the closest governor's race in the U.S.

The stakes could not be higher. The choice we face could not be more clear.

We only have 18 days to finish what we started. Donate to support voter outreach and let's get it done for Georgia: https://t.co/4I5jqEdWgJ #gapol https://t.co/tyxx9Et0cy","Fri Oct 19 08:44:12 EDT 2018",
"HMiglino","Nicholas","1053265561998843905","Not Available","@StormyVNV @NBCNews @MorningJoe @JoeNBC @morningmika @JoeNBC @morningmika Don’t worry Joey in a yr or 2 you’ll b the first of the Christian Conservative ASS-H’s 2break the “4-Marriage” barrier !!! #staceyabrams","Fri Oct 19 08:44:13 EDT 2018",
"Alfonsohammitt","AGH","1053265576725045248","Not Available",""We Are Georgia" Bus Tour: Day Four ✅

Today, we got out the vote in Griffin and Stockbridge – and we're just getting started! Tomorrow, we’ll be in Dalton, Rome, Cartersville, Hiram, & Douglasville.

Make a plan to vote early, then join us on the road:
https://t.co/l8txdCmATa https://t.co/2fpJCPhxdy","Fri Oct 19 08:44:16 EDT 2018",
"Always_Daniella","Daniella.","1053265597973311488","Not Available","We're locked in the closest governor's race in the U.S.

The stakes could not be higher. The choice we face could not be more clear.

We only have 18 days to finish what we started. Donate to support voter outreach and let's get it done for Georgia: https://t.co/4I5jqEdWgJ #gapol https://t.co/tyxx9Et0cy","Fri Oct 19 08:44:21 EDT 2018",
"VHarp4","💕VikkeLHarper💕","1053265599525277696","Not Available","The choice is clear. We need @staceyabrams as governor. We need to send a loud resounding message to Washington, to the country, to the world. Please #Vote, do it early, before Nov. 6th if you can. Too much is at stake to stay home this year. 

Let’s make history. 
#TeamAbrams https://t.co/jqcZRZeYBZ","Fri Oct 19 08:44:22 EDT 2018",
"MikeTaylorUSC82","Mike","1053265603237175296","Not Available","Radical Stacey Abrams wants to change Georgia with government-run healthcare, $13,000 in higher taxes, sanctuary cities, welfare and voting rights for illegal immigrants. RT if you agree that hardworking Georgians can't afford Abrams' extreme agenda! #gapol #tcot #gagop https://t.co/pDBmznPcKy","Fri Oct 19 08:44:23 EDT 2018",
"MajorAmerican","Vote Blue: Save Democracy","1053265603669229569","Not Available","@BrianKempGA is doing his job by suppressing the Black vote. He’s just a southern mobster reffing the game he’s playing in.","Fri Oct 19 08:44:23 EDT 2018",
"Vhalen67","VaughnVhalen","1053265614121267202","Not Available","Radical Stacey Abrams wants to change Georgia with government-run healthcare, $13,000 in higher taxes, sanctuary cities, welfare and voting rights for illegal immigrants. RT if you agree that hardworking Georgians can't afford Abrams' extreme agenda! #gapol #tcot #gagop https://t.co/pDBmznPcKy","Fri Oct 19 08:44:25 EDT 2018",
"Deborah87598885","Deborah Adkins","1053265616377966593","Not Available","The choice is clear. We need @staceyabrams as governor. We need to send a loud resounding message to Washington, to the country, to the world. Please #Vote, do it early, before Nov. 6th if you can. Too much is at stake to stay home this year. 

Let’s make history. 
#TeamAbrams https://t.co/jqcZRZeYBZ","Fri Oct 19 08:44:26 EDT 2018",
"1292Borja","Sojourners","1053265616285642753","Not Available","#VoteRed enough with #LiberalAgenda #DemocratHypocrisy #DemocratLies inciting #Violence #Lawlessness #Racism #Sedition putting #UndocumentedIllegals over #TrueAmericanCitizens #WakeUpAmerica  @FoxNews @BrianKempGA @VP @realDonaldTrump @JohnJamesMI @RealSaavedra @RealErinCruz","Fri Oct 19 08:44:26 EDT 2018",
"GbaDebra","Debra Myers","1053265649391362054","Not Available","“These are generational losses that are unprecedented, and it will take unprecedented ideas and actions to help our farm families and rural communities recover.” -Georgia Agriculture Commissioner Gary W. Black. 
#gagop #gapol 
https://t.co/rTo593lvQv","Fri Oct 19 08:44:34 EDT 2018",
"BraunHjordis","Hjordis Braun #Resist!","1053265664486621184","https://t.co/YXifuODLPL","Yo this is racist AF https://t.co/YXifuODLPL","Fri Oct 19 08:44:37 EDT 2018",
"1292Borja","Sojourners","1053265703191621632","Not Available","#VoteRed enough with #LiberalAgenda #DemocratHypocrisy #DemocratLies inciting #Violence #Lawlessness #Racism #Sedition putting #UndocumentedIllegals over #TrueAmericanCitizens #WakeUpAmerica  @FoxNews @BrianKempGA @VP @realDonaldTrump @JohnJamesMI @RealSaavedra @RealErinCruz","Fri Oct 19 08:44:47 EDT 2018",
"Vhalen67","VaughnVhalen","1053265705141919744","Not Available","Abrams accidentally says what she REALLY means - on video.
While she's screaming about 'voter suppression' that doesn't exist, she highlights the need for voter integrity laws she wants to abolish.
https://t.co/2jizBxZ4Pt
#VoteKemp to #StopStacey #gapol #gagop #tcot #KeepGARed","Fri Oct 19 08:44:47 EDT 2018",
"CC4Future","CCLAM","1053265709189513216","Not Available","We're locked in the closest governor's race in the U.S.

The stakes could not be higher. The choice we face could not be more clear.

We only have 18 days to finish what we started. Donate to support voter outreach and let's get it done for Georgia: https://t.co/4I5jqEdWgJ #gapol https://t.co/tyxx9Et0cy","Fri Oct 19 08:44:48 EDT 2018",
"Vhalen67","VaughnVhalen","1053265722107777025","Not Available","Quality time spent after a long work day with the prettiest sign installer in the world. These two signs will get seen by 35K cars a day...and yep, that is one big truck in the background!  Keep Choppin!  Vote @BrianKempGA ! https://t.co/fKBeKT0h44","Fri Oct 19 08:44:51 EDT 2018",
"Deoliver47","Denise Oliver-Velez","1053265724700090369","Not Available","Secy of State #BrianKemp sends unveiled message showing white “voters” casting ballots with ease & a Black “voter” facing extra hurdles to perform the same civic act. The “English only” scarlet warning is another tell on how #Georgia wants to whiteout the electorate. #VOTEANYWAY https://t.co/NlxzosBLmL","Fri Oct 19 08:44:52 EDT 2018",
"vendymiller","Wendy Miller","1053265726155472896","Not Available","@dixie_normas @cyanideann @BrianKempGA I meet new people alllllll day. Upset? Lol no. Disgusted yes. Disgusted that  opinions and political ads are trying to be utilized as fact. Being politically aware across the nation is a good thing. Perhaps YOU need to turn off Faux entertainment and travel.","Fri Oct 19 08:44:52 EDT 2018",
"UncleMary_","Uncle Mary","1053265729942888448","Not Available","We're locked in the closest governor's race in the U.S.

The stakes could not be higher. The choice we face could not be more clear.

We only have 18 days to finish what we started. Donate to support voter outreach and let's get it done for Georgia: https://t.co/4I5jqEdWgJ #gapol https://t.co/tyxx9Et0cy","Fri Oct 19 08:44:53 EDT 2018",
"harrisstudio303","Mary Harris","1053265737039728640","https://t.co/qrmH5S8KTS","False - read the truth here: 
"Didn’t anyone tell us we couldn’t vote or who to vote for,” Cunningham said. “If anybody tells you any different they’re lying.” #GeorgiaVoters #gapol
https://t.co/qrmH5S8KTS","Fri Oct 19 08:44:55 EDT 2018",
"AaronOrtizATL","Aaron Ortiz-Santos","1053265744312590336","Not Available","We're locked in the closest governor's race in the U.S.

The stakes could not be higher. The choice we face could not be more clear.

We only have 18 days to finish what we started. Donate to support voter outreach and let's get it done for Georgia: https://t.co/4I5jqEdWgJ #gapol https://t.co/tyxx9Et0cy","Fri Oct 19 08:44:56 EDT 2018",
"Vhalen67","VaughnVhalen","1053265752881414144","Not Available","⁦@SenWarren⁩ joins Metro Atlanta Democratic Socialists,
GT Young Socialists, & thousands of undocumented workers who Stacey promises will drive the Blue Wave ... in supporting Radical ⁦@staceyabrams⁩. That makes her ~1/1024 qualified to govern GA. #gagop #gapol https://t.co/4aTcKE5QM7","Fri Oct 19 08:44:58 EDT 2018",
"1292Borja","Sojourners","1053265758833254406","Not Available","#VoteRed enough with #LiberalAgenda #DemocratHypocrisy #DemocratLies inciting #Violence #Lawlessness #Racism #Sedition putting #UndocumentedIllegals over #TrueAmericanCitizens #WakeUpAmerica  @FoxNews @BrianKempGA @VP @realDonaldTrump @JohnJamesMI @RealSaavedra @RealErinCruz","Fri Oct 19 08:45:00 EDT 2018",
"AkashBruh","Akash Shah","1053265766454308865","Not Available","We're locked in the closest governor's race in the U.S.

The stakes could not be higher. The choice we face could not be more clear.

We only have 18 days to finish what we started. Donate to support voter outreach and let's get it done for Georgia: https://t.co/4I5jqEdWgJ #gapol https://t.co/tyxx9Et0cy","Fri Oct 19 08:45:02 EDT 2018",
"Vhalen67","VaughnVhalen","1053265770061262848","Not Available","📢ATTENTION #GA VOTERS📢

If this isn't enough to make you VOTE @BrianKempGA, I don't know what is‼️We have a lot of gun owners in this state. Stacey Abrams is TOO EXTREME for Georgia. 

#GaPol #GaGOP #MAGA #GaFirst 
#2A #2ndAmendment https://t.co/MbsISWa4Xp","Fri Oct 19 08:45:02 EDT 2018",
